image,question,raw_response,prediction,ground_truth,correct
COCO_train2014_000000398175.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000398175.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000409098.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_val2014_000000409098.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000409098.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000409098.jpg,"Is the giraffe facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000388212.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_val2014_000000388212.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_val2014_000000388212.jpg,"Is the giraffe facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000388212.jpg,"Is the giraffe facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000284379.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000284379.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000284379.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000284379.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000223573.jpg,"From the perspective of the camera, which orientation is the bear in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000223573.jpg,"From the perspective of the camera, Answer what orientation the bear in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000223573.jpg,"Is the bear facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000223573.jpg,"Is the bear facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000226220.jpg,"From the perspective of the camera, which orientation is the cat in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_val2014_000000226220.jpg,"From the perspective of the camera, Answer what orientation the cat in the picture is facing.",RIGHT,RIGHT,FACING LEFT,False
COCO_val2014_000000226220.jpg,"Is the cat facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000226220.jpg,"Is the cat facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000041413.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000041413.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000041413.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000041413.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000548583.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000548583.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000548583.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000548583.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000353707.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_train2014_000000353707.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000353707.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000353707.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000349964.jpg,"From the perspective of the camera, which orientation is the dog in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_val2014_000000349964.jpg,"From the perspective of the camera, Answer what orientation the dog in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000349964.jpg,"Is the dog facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000349964.jpg,"Is the dog facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000288519.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000288519.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000288519.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000288519.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000033883.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000033883.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000033883.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000033883.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000499305.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000499305.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000499305.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000499305.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000085036.jpg,"From the perspective of the camera, which orientation is the dog in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000085036.jpg,"From the perspective of the camera, Answer what orientation the dog in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000085036.jpg,"Is the dog facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000085036.jpg,"Is the dog facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000111707.jpg,"From the perspective of the camera, which orientation is the airplane in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000111707.jpg,"From the perspective of the camera, Answer what orientation the airplane in the picture is facing.",TOP,TOP,FACING LEFT,False
COCO_train2014_000000111707.jpg,"Is the airplane facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_train2014_000000111707.jpg,"Is the airplane facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000465179.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000465179.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000465179.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000465179.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000464964.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000464964.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000464964.jpg,"Is the giraffe facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000464964.jpg,"Is the giraffe facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000247918.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_val2014_000000247918.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_val2014_000000247918.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000247918.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000543930.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000543930.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000543930.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000543930.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000381255.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000381255.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000381255.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000381255.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000271148.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_val2014_000000271148.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_val2014_000000271148.jpg,"Is the giraffe facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000271148.jpg,"Is the giraffe facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000388777.jpg,"From the perspective of the camera, which orientation is the horse in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_train2014_000000388777.jpg,"From the perspective of the camera, Answer what orientation the horse in the picture is facing.",RIGHT,RIGHT,FACING LEFT,False
COCO_train2014_000000388777.jpg,"Is the horse facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000388777.jpg,"Is the horse facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000275988.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000275988.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000275988.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000275988.jpg,"Is the giraffe facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000497343.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000497343.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000497343.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000497343.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000042296.jpg,"From the perspective of the camera, which orientation is the bear in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_val2014_000000042296.jpg,"From the perspective of the camera, Answer what orientation the bear in the picture is facing.",FRONTAL,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_val2014_000000042296.jpg,"Is the bear facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000042296.jpg,"Is the bear facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000052614.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000052614.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000052614.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000052614.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000275448.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_val2014_000000275448.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_val2014_000000275448.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_val2014_000000275448.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000399937.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",B,B,LEFT,False
COCO_train2014_000000399937.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000399937.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_train2014_000000399937.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000212438.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000212438.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000212438.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000212438.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000296176.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,BACK,False
COCO_val2014_000000296176.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",LEFT,LEFT,FACING AWAY THE CAMERA,False
COCO_val2014_000000296176.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000296176.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000487112.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000487112.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000487112.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000487112.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000303010.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_train2014_000000303010.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",RIGHT,RIGHT,FACING RIGHT,False
COCO_train2014_000000303010.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000303010.jpg,"Is the giraffe facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000010769.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_train2014_000000010769.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000010769.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000010769.jpg,"Is the giraffe facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000412384.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_val2014_000000412384.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_val2014_000000412384.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000412384.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000102755.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000102755.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000102755.jpg,"Is the giraffe facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000102755.jpg,"Is the giraffe facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000087977.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000087977.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000087977.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000087977.jpg,"Is the giraffe facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000116825.jpg,"From the perspective of the camera, which orientation is the cat in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000116825.jpg,"From the perspective of the camera, Answer what orientation the cat in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000116825.jpg,"Is the cat facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000116825.jpg,"Is the cat facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000404249.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000404249.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000404249.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000404249.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000456302.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000456302.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000456302.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000456302.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000276209.jpg,"From the perspective of the camera, which orientation is the horse in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000276209.jpg,"From the perspective of the camera, Answer what orientation the horse in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000276209.jpg,"Is the horse facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000276209.jpg,"Is the horse facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000382800.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000382800.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000382800.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000382800.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000162882.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000162882.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000162882.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000162882.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000235057.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_val2014_000000235057.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000235057.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000235057.jpg,"Is the giraffe facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000265059.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_val2014_000000265059.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",RIGHT,RIGHT,FACING LEFT,False
COCO_val2014_000000265059.jpg,"Is the giraffe facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000265059.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
